"text","rating","bahasa"
"The raid 2 provides you with exactly what you would want from a sequel. It changes enough to make it stand out but expands on what was so special about the first installment.  Highly recommend if your fan of both the action genre and the first raid film you will not be disappointed.",8,"english"
"Pretty underwhelming when compared to the first, but still a great action flick with comically long choreographed fights and great camera work. The one hitch, though, is that it's boring as hell. I think it's telling when your mind starts to wander during the fight scenes, usually the most engaging part, and mostly it is, but I notice this sometimes with really long fight sequences is that it loses a lot of punch and gets a bit boring. It's hard…",6,"english"
"The downside: it's too damn long, has way too much plot, and the star is a hell of a lot better of a screen fighter then he is a screen actor.  BUT you also have three completely distinct action set pieces that should be included in any serious discussion of ""best action scenes of all-time"" along with two more that are at least in ""best action scenes of the 2010's"" talk, along with a few more that are merely ""really…",9,"english"
"Cranks it up to 11 and beyond from the first one. WOW. MY PALMS ARE SWEATY WHEN I WATCH THIS",10,"english"
"No… I’m done.  Not following in the previous films flaws of being thin on character and plot, Evans’ followup is actually something more than just a lean and tout ass-kicking powerhouse, and gives those ass-kicking sequences much more of an emotional tensity.  The Raid 2 is a grand opera of carnage, and deceit, letting you take moments of breathe before throwing you back into the bulls den of bone-breaking, beautifully idealized fight choreography that’ll have you rewind every frame in wonder of just how in the fuck a human body can withstand any of that.  Yeah, this is an absolute watch.",10,"english"
"While reportedly conceptualised before the first Raid movie, this actually feels like a reaction to what some did not like about it. There is more character development, a more complex story (involving working undercover to take down crooked cops) and more drama in between the fights. The sequel nevertheless remains a disappointment two viewings later. The claustrophobia of the first film is sorely missed and the slower pacing reduces any sense of urgency. The sequel features some great moving car…",6,"english"
"The story didn’t quite have me invested as much as the first one, but the gory, brutal action was on point. I only wish Hammer Girl had more scenes!",7,"english"
"All time movie. The art of action films is something most don't grasp becuz they are lame but Im not so I know this is amazing",10,"english"
"An adrenaline packed film just as expected with a better storyline and gorgeous cinematography. Great movie!!!",8,"english"
"A worthy successor to The Raid, but not quite as good as the original, if only because it runs so much longer and at times it feels like just a little bit of a slog. But if you liked the first one, you’ll almost surely like this one too.",8,"english"
"While it was enjoyable I do think it could have been a bit shorter. The action was of course great and the plot was pretty solid compared to the first, it just dragged in a few spots.",6,"english"
"“This is the best fight scene ever made” -me during every fight scene",9,"english"
"Style over substance- Epos.  Rama: ""Ich bin raus.",10,"english"
"The Raid and Raid 2 at the Prince Charles with Gareth Evans Q&A.  An ok undercover cop film with a fucking berserk fight scene every five minutes or so. I don’t think the former is enough to justify the run time, but the later certainly is.",0,"english"
